Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,Age,Brand,Model
Hyundai Verna CRDi SX,Pune,2012,94900,1,0,0,26.208,1493.0,5.0,5.35,12,hyundai,verna crdi sx
Tata Hexa XT,Delhi,2017,55000,1,0,0,27.456000000000003,2179.0,7.0,12.0,7,tata,hexa xt
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,1,1,1,18.8292,2967.0,7.0,38.94,9,audi,q7 3.0 tdi quattro premium plus
Maruti Wagon R VXI,Coimbatore,2008,53934,2,0,1,29.484,998.0,5.0,2.69,16,maruti,wagon r vxi
BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,1,1,1,26.6604,1995.0,5.0,27.5,11,bmw,5 series 2013-2017 525d luxury line
Honda Amaze EX i-Vtech,Kolkata,2014,48000,2,0,0,28.08,1198.0,5.0,2.75,10,honda,amaze ex i-vtech
Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,2,0,0,38.532,796.0,5.0,2.8,8,maruti,alto 800 2016-2019 lxi
Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,2,0,0,26.5356,1591.0,5.0,6.45,8,hyundai,verna 1.6 sx vtvt
Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,2,0,0,37.1904,1199.0,5.0,5.88,6,tata,tiago 1.2 revotron xz
Maruti Swift LXI,Pune,2013,32953,2,0,0,29.016,1197.0,5.0,4.65,11,maruti,swift lxi
Hyundai EON Era,Jaipur,2014,18000,2,0,0,32.916000000000004,814.0,5.0,2.5,10,hyundai,eon era
Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,2,1,0,19.656,1950.0,5.0,51.35,6,mercedes-benz,e-class e 220 d
Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,1,0,0,35.1624,1396.0,5.0,6.85,8,hyundai,i20 magna 1.4 crdi
Toyota Etios VD,Chennai,2012,48000,1,0,0,36.8004,1364.0,5.0,5.25,12,toyota,etios vd
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,1,0,0,33.4308,1364.0,5.0,9.23,10,toyota,corolla altis diesel d4dg
Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,1,1,0,32.292,1496.0,5.0,22.0,10,mini,cooper 5 door d
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,1,0,0,31.4184,1498.0,5.0,5.19,10,volkswagen,polo 1.5 tdi highline
Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,2,1,0,21.372,1798.0,5.0,4.35,15,skoda,superb elegance 1.8 tsi at
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700,1,1,0,15.6,2148.0,5.0,24.5,11,mercedes-benz,e-class 2009-2013 e 220 cdi avantgarde
Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,1,0,0,27.768,1248.0,5.0,5.75,9,maruti,swift vdi bsiii w/ abs
Honda City i VTEC CVT VX,Kochi,2016,58197,2,1,0,28.08,1497.0,5.0,9.19,8,honda,city i vtec cvt vx
BMW 7 Series 2007-2012 740Li,Pune,2008,66000,2,1,1,13.182,2979.0,5.0,10.75,16,bmw,7 series 2007-2012 740li
Hyundai i10 Magna AT,Bangalore,2009,60000,2,1,0,29.952,1197.0,5.0,2.99,15,hyundai,i10 magna at
Maruti Swift Dzire VDI,Kolkata,2014,57000,1,0,0,41.4804,1248.0,5.0,3.89,10,maruti,swift dzire vdi
Honda City i DTec VX,Coimbatore,2018,45555,1,0,0,40.56,1498.0,5.0,11.73,6,honda,city i dtec vx
Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,2,0,0,21.84,796.0,5.0,3.11,8,maruti,omni 8 seater bsiv
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,1,0,1,26.832,1968.0,5.0,14.45,10,skoda,superb 2009-2014 elegance 2.0 tdi mt
Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,1,0,0,38.2512,1248.0,7.0,8.7,6,maruti,ertiga shvs vdi
Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,1,0,0,37.44,1120.0,5.0,5.04,8,hyundai,grand i10 crdi magna
Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,1,0,0,43.8204,1248.0,5.0,8.5,7,maruti,ciaz vdi plus shvs
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,1,1,0,30.0612,2143.0,5.0,15.65,10,mercedes-benz,new c-class c 220 cdi avantgarde
Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,1,0,0,31.98,1248.0,5.0,5.65,9,fiat,avventura multijet emotion
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000,2,1,0,17.0508,2497.0,5.0,16.5,14,mercedes-benz,e-class 2009-2013 e 250 elegance
Maruti Zen Estilo LXI Green (CNG),Ahmedabad,2011,76000,0,0,0,26.3,998.0,5.0,2.0,13,maruti,zen estilo lxi green (cng)
Volkswagen Vento Petrol Highline,Pune,2012,67200,2,0,0,23.4624,1598.0,5.0,3.9,12,volkswagen,vento petrol highline
BMW 3 Series 320d Luxury Line,Jaipur,2013,62655,1,1,0,29.4528,1995.0,5.0,14.5,11,bmw,3 series 320d luxury line
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,1,1,0,22.9164,2993.0,5.0,44.0,9,bmw,5 series 2013-2017 530d m sport
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,2,0,0,29.484,1197.0,5.0,5.0,7,hyundai,grand i10 1.2 kappa magna
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,1,1,0,17.7216,2755.0,7.0,19.75,8,toyota,innova crysta 2.8 zx at
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,1,1,0,30.576000000000004,1461.0,5.0,11.44,7,renault,duster 110ps diesel rxz amt
Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000,1,0,0,28.08,1248.0,5.0,1.75,13,tata,indica vista aura 1.3 quadrajet
Maruti Swift VDI BSIV,Bangalore,2013,23000,1,0,0,27.768,1248.0,5.0,5.6,11,maruti,swift vdi bsiv
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,2,0,0,19.188,1796.0,5.0,30.42,8,mercedes-benz,e-class 2009-2013 e 200 cgi avantgarde
Mahindra XUV500 W8 4WD,Coimbatore,2013,116694,1,0,0,23.556,2179.0,7.0,9.57,11,mahindra,xuv500 w8 4wd
Mahindra Bolero ZLX,Mumbai,2016,40448,1,0,0,24.8976,2523.0,7.0,3.5,8,mahindra,bolero zlx
Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,1,0,0,37.908,1248.0,5.0,10.46,6,maruti,vitara brezza zdi
Fiat Avventura MULTIJET Emotion,Pune,2014,52782,1,0,0,31.98,1248.0,5.0,4.85,10,fiat,avventura multijet emotion
Honda Amaze S Petrol,Kochi,2016,51672,2,0,0,30.42,1199.0,5.0,5.68,8,honda,amaze s petrol
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,2,1,0,21.372,1798.0,5.0,13.25,9,skoda,superb elegance 1.8 tsi at
Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,1,1,0,22.9944,2993.0,5.0,16.0,13,jaguar,xf 3.0 litre s premium luxury
Maruti Wagon R VXI BSIII,Chennai,2013,79000,2,0,0,29.484,998.0,5.0,3.0,11,maruti,wagon r vxi bsiii
Hyundai Santro Xing XL eRLX Euro III,Kolkata,2007,43206,2,0,0,26.52,1086.0,5.0,0.99,17,hyundai,santro xing xl erlx euro iii
Toyota Corolla Altis VL,Mumbai,2010,70200,2,1,0,22.6668,1798.0,5.0,5.0,14,toyota,corolla altis vl
Maruti Swift VXi BSIV,Delhi,2016,42000,2,0,0,25.116000000000003,1197.0,5.0,4.75,8,maruti,swift vxi bsiv
Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,2,0,0,25.6932,1198.0,5.0,5.35,10,volkswagen,polo 1.2 mpi highline
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,2,0,0,29.484,1197.0,5.0,5.98,7,hyundai,grand i10 1.2 kappa asta
Maruti SX4 ZDI,Chennai,2011,80000,1,0,2,33.54,1248.0,5.0,3.5,13,maruti,sx4 zdi
Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,2,0,0,29.484,1197.0,5.0,4.77,6,hyundai,grand i10 1.2 kappa magna
Maruti Baleno Delta 1.2,Delhi,2016,50003,2,0,0,33.384,1197.0,5.0,5.45,8,maruti,baleno delta 1.2
Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,2,1,0,31.668000000000003,1199.0,5.0,6.85,6,tata,tigor 1.2 revotron xta
Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,1,1,0,41.4804,1248.0,5.0,7.3,8,maruti,swift dzire amt zdi
Tata Indica GLS BS IV,Pune,2007,108995,2,0,0,23.868,1193.0,5.0,1.25,17,tata,indica gls bs iv
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,1,0,0,35.412,1598.0,5.0,8.25,9,maruti,sx4 s cross ddis 320 zeta
Maruti Swift VXI BSIII,Ahmedabad,2008,65000,2,0,0,25.116000000000003,1298.0,5.0,2.71,16,maruti,swift vxi bsiii
Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,2,0,0,29.796000000000003,1197.0,5.0,3.6,8,hyundai,xcent 1.2 kappa sx
Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,2,0,0,28.86,1197.0,5.0,3.0,14,hyundai,i20 1.2 magna
Maruti Celerio VXI AT,Hyderabad,2016,21600,2,1,0,36.036,998.0,5.0,4.65,8,maruti,celerio vxi at
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,1,1,0,23.1504,2143.0,5.0,9.5,14,mercedes-benz,new c-class c 220 cdi elegance at
Maruti Swift Dzire VXi,Mumbai,2011,58075,2,0,0,27.3,1298.0,5.0,2.95,13,maruti,swift dzire vxi
Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,2,0,0,23.4624,1598.0,5.0,3.0,13,volkswagen,vento petrol trendline
Maruti Swift ZDi,Hyderabad,2015,58000,1,0,0,39.312,1248.0,5.0,5.95,9,maruti,swift zdi
Toyota Corolla Altis VL,Delhi,2008,89000,2,1,0,22.6668,1798.0,5.0,4.0,16,toyota,corolla altis vl
Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,2,0,0,21.06,1799.0,5.0,2.5,16,honda,civic 2006-2010 1.8 v mt
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2017,1800,2,1,0,25.038,1499.0,5.0,11.37,7,ford,ecosport 1.5 ti vct at titanium be
Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,1,0,1,29.64,1248.0,5.0,2.25,14,fiat,linea emotion pack (diesel)
Hyundai i10 Era,Jaipur,2013,46230,2,0,0,30.9036,1086.0,5.0,3.1,11,hyundai,i10 era
Volvo XC60 D5 Inscription,Kochi,2014,86925,1,1,0,17.471999999999998,2400.0,5.0,17.18,10,volvo,xc60 d5 inscription
Hyundai i20 1.2 Asta,Jaipur,2018,5000,2,0,0,29.016,1197.0,5.0,6.5,6,hyundai,i20 1.2 asta
Honda City i DTEC S,Ahmedabad,2014,66000,1,0,0,40.56,1498.0,5.0,5.7,10,honda,city i dtec s
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,1,0,0,20.2644,2494.0,8.0,8.0,11,toyota,innova 2.5 vx (diesel) 8 seater bs iv
Renault KWID RXT,Chennai,2016,45000,2,0,0,39.26520000000001,799.0,5.0,2.6,8,renault,kwid rxt
Maruti A-Star Vxi,Hyderabad,2009,66149,2,0,0,29.64,998.0,5.0,2.45,15,maruti,a-star vxi
Mercedes-Benz B Class B180,Kochi,2014,42070,2,1,0,23.088,1595.0,5.0,11.57,10,mercedes-benz,b class b180
Maruti Wagon R LXI BS IV,Kolkata,2012,35503,2,0,0,29.484,998.0,5.0,2.3,12,maruti,wagon r lxi bs iv
Maruti Swift VDI BSIV,Jaipur,2016,41460,1,0,0,39.312,1248.0,5.0,5.9,8,maruti,swift vdi bsiv
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,2,1,0,26.52,1591.0,5.0,7.2,9,hyundai,verna vtvt 1.6 at sx option
Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,1,1,0,34.32,1582.0,5.0,5.9,11,hyundai,verna crdi 1.6 at sx option
Honda City V MT,Chennai,2014,30000,2,0,1,26.208,1497.0,5.0,6.0,10,honda,city v mt
Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,2,0,0,24.96,1086.0,5.0,1.95,14,hyundai,i10 magna optional 1.1l
Toyota Etios GD SP,Coimbatore,2016,53702,1,0,0,36.8004,1364.0,5.0,6.55,8,toyota,etios gd sp
Volvo S60 D4 Momentum,Hyderabad,2015,51000,1,1,0,42.1668,1969.0,5.0,25.0,9,volvo,s60 d4 momentum
Ford Figo Diesel EXI,Kolkata,2012,36542,1,0,0,31.200000000000003,1399.0,5.0,2.65,12,ford,figo diesel exi
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,1,1,0,20.28,2987.0,5.0,69.5,7,mercedes-benz,e-class 2015-2017 e350 cdi avantgrade
BMW 3 Series 320d Luxury Line,Chennai,2012,65000,1,1,0,35.3964,1995.0,5.0,14.0,12,bmw,3 series 320d luxury line
Maruti Alto 800 VXI,Pune,2014,32000,2,0,1,35.4744,796.0,5.0,2.1,10,maruti,alto 800 vxi
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,1,0,0,21.3408,2393.0,7.0,20.4,7,toyota,innova crysta 2.4 vx mt
Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,2,0,0,29.2968,999.0,5.0,5.68,5,volkswagen,polo 1.0 mpi trendline
Nissan Terrano XL,Mumbai,2014,28238,2,0,0,20.654400000000003,1598.0,5.0,5.55,10,nissan,terrano xl
Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,1,0,0,21.06,2477.0,7.0,12.75,11,mitsubishi,pajero sport 4x4
Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,2,0,1,23.088,1799.0,5.0,3.35,12,honda,civic 2010-2013 1.8 s mt
Maruti Alto 800 LXI,Kolkata,2013,56840,2,0,0,35.4744,796.0,5.0,1.55,11,maruti,alto 800 lxi
Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,1,0,1,32.0424,1598.0,5.0,5.9,11,volkswagen,vento diesel highline
Land Rover Freelander 2 HSE,Hyderabad,2012,96000,1,1,0,19.266,2179.0,5.0,18.98,12,land,rover freelander 2 hse
Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,2,0,0,21.372,1997.0,5.0,11.51,10,honda,cr-v 2.0l 2wd mt
Maruti Ertiga VDI,Mumbai,2016,54000,1,0,0,32.4012,1248.0,7.0,7.75,8,maruti,ertiga vdi
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,1,0,0,20.2644,2494.0,7.0,13.9,8,toyota,innova 2.5 gx (diesel) 7 seater
Tata Manza Aura Safire,Kolkata,2010,40000,2,0,0,23.4,1368.0,5.0,1.35,14,tata,manza aura safire
Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,1,1,1,18.8292,2967.0,7.0,38.0,9,audi,q7 35 tdi quattro premium plus
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,2,1,0,26.676,1591.0,5.0,11.6,7,hyundai,verna 1.6 sx vtvt (o) at
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,1,1,0,33.54,1498.0,5.0,12.25,7,volkswagen,vento 1.5 highline plus at 16 alloy
Honda City 1.5 S MT,Jaipur,2011,52000,2,0,0,26.52,1497.0,5.0,3.8,13,honda,city 1.5 s mt
Ford Figo Diesel Titanium,Mumbai,2014,54000,1,0,0,31.200000000000003,1399.0,5.0,3.25,10,ford,figo diesel titanium
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,2,0,0,29.172,1199.0,5.0,6.4,8,honda,jazz 1.2 vx i vtec
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,2,0,1,25.6932,1198.0,5.0,3.95,12,volkswagen,polo petrol highline 1.2l
Honda City i-VTEC S,Delhi,2010,76752,2,0,0,27.144,1497.0,5.0,3.57,14,honda,city i-vtec s
Honda City ZX GXi,Mumbai,2005,56000,2,0,1,27.612,1497.0,5.0,1.25,19,honda,city zx gxi
Maruti Wagon R LXI CNG,Pune,2015,70000,0,0,0,26.2,998.0,5.0,3.65,9,maruti,wagon r lxi cng
Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,2,1,1,18.72,2354.0,5.0,12.5,11,honda,cr-v 2.4l 4wd at avn
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,1,1,1,28.267200000000003,1995.0,5.0,23.0,10,bmw,5 series 2013-2017 520d luxury line
Ambassador Classic Nova Diesel,Chennai,2003,80000,1,0,2,19.968000000000004,1489.0,5.0,1.35,21,ambassador,classic nova diesel
Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,1,0,0,18.798,2179.0,8.0,6.32,12,mahindra,scorpio vlx 2.2 mhawk bsiii
Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,1,0,0,32.0424,1598.0,5.0,3.4,12,volkswagen,vento diesel comfortline
Maruti Zen VX,Jaipur,1999,70000,2,0,1,26.988000000000003,993.0,5.0,0.77,25,maruti,zen vx
Maruti 800 DX BSII,Jaipur,2009,32000,2,0,0,25.116000000000003,796.0,4.0,0.9,15,maruti,800 dx bsii
Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,2,1,0,22.2768,1798.0,5.0,18.0,7,toyota,corolla altis 1.8 vl cvt
BMW 3 Series 328i Sport Line,Pune,2013,49000,2,1,0,22.7604,1997.0,5.0,19.0,11,bmw,3 series 328i sport line
Ford Ikon 1.3 Flair,Chennai,2007,40000,2,0,2,21.528,1299.0,5.0,1.1,17,ford,ikon 1.3 flair
Chevrolet Beat LT,Pune,2012,78000,2,0,1,29.016,1199.0,5.0,2.0,12,chevrolet,beat lt
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,1,0,0,33.4308,1364.0,5.0,6.5,12,toyota,corolla altis 1.4 dg
Mahindra XUV500 W4,Bangalore,2014,65213,1,0,0,24.96,2179.0,7.0,9.45,10,mahindra,xuv500 w4
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,1,0,0,38.064,1120.0,5.0,4.0,8,hyundai,xcent 1.1 crdi base
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2017,36884,1,1,0,20.28,2143.0,5.0,32.25,7,mercedes-benz,e-class 2015-2017 e250 cdi avantgarde
Hyundai i10 Sportz,Pune,2009,62500,2,0,0,31.7616,1197.0,5.0,2.1,15,hyundai,i10 sportz
Toyota Corolla Altis VL AT,Mumbai,2015,68000,2,1,1,22.2768,1798.0,5.0,9.75,9,toyota,corolla altis vl at
Toyota Corolla 1.8 J,Kolkata,2014,40748,2,0,0,22.6668,1798.0,5.0,6.3,10,toyota,corolla 1.8 j
Audi Q3 2.0 TDI Quattro,Hyderabad,2013,60000,1,1,0,27.0192,1968.0,5.0,21.0,11,audi,q3 2.0 tdi quattro
Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,1,0,0,34.164,1396.0,5.0,4.65,10,hyundai,i20 magna optional 1.4 crdi
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,1,1,1,30.0612,2143.0,5.0,17.0,11,mercedes-benz,new c-class c 220d avantgarde edition c
Maruti Ritz VDi,Pune,2013,20248,1,0,0,32.916000000000004,1248.0,5.0,4.35,11,maruti,ritz vdi
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,1,0,0,30.685200000000005,1582.0,5.0,14.82,7,hyundai,creta 1.6 sx plus diesel
Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,1,1,0,21.216,1999.0,5.0,40.0,6,jaguar,xe 2.0l diesel prestige
Mahindra Xylo D4,Chennai,2016,85000,1,0,0,23.322,2489.0,7.0,6.15,8,mahindra,xylo d4
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2014,47000,1,0,0,20.2644,2494.0,7.0,11.25,10,toyota,innova 2.5 g (diesel) 7 seater
Toyota Camry 2.5 Hybrid,Pune,2018,17585,2,1,0,29.8896,2494.0,5.0,32.0,6,toyota,camry 2.5 hybrid
Audi Q5 3.0 TDI Quattro,Coimbatore,2018,32496,1,1,0,20.6232,2967.0,5.0,45.62,6,audi,q5 3.0 tdi quattro
Maruti Swift VDI,Kochi,2017,34613,1,0,0,44.304,1248.0,5.0,6.24,7,maruti,swift vdi
Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,1,0,0,32.4012,1248.0,7.0,4.8,9,maruti,ertiga vdi limited edition
Maruti Swift VXi BSIV,Chennai,2014,54000,2,0,1,25.116000000000003,1197.0,5.0,4.5,10,maruti,swift vxi bsiv
Hyundai i10 Sportz,Kochi,2015,16900,2,0,0,31.7616,1197.0,5.0,3.87,9,hyundai,i10 sportz
Hyundai i10 Sportz,Delhi,2013,62334,2,0,0,31.7616,1197.0,5.0,2.75,11,hyundai,i10 sportz
Maruti Baleno Sigma 1.2,Kochi,2018,23714,2,0,0,33.384,1197.0,5.0,6.57,6,maruti,baleno sigma 1.2
Hyundai Accent Executive,Jaipur,2010,52325,2,0,0,25.5216,1495.0,5.0,2.0,14,hyundai,accent executive
Honda Brio S MT,Ahmedabad,2012,50000,2,0,0,30.264,1198.0,5.0,3.65,12,honda,brio s mt
Maruti Swift ZDi,Hyderabad,2016,55746,1,0,0,35.724,1248.0,5.0,6.95,8,maruti,swift zdi
Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,2,0,0,31.4184,1197.0,5.0,5.5,10,hyundai,xcent 1.2 vtvt s
Mahindra XUV500 W8 2WD,Kolkata,2013,43000,1,0,0,24.96,2179.0,7.0,7.0,11,mahindra,xuv500 w8 2wd
Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,2014,40000,1,1,0,20.28,2143.0,5.0,24.0,10,mercedes-benz,e-class e250 cdi avantgrade
Land Rover Freelander 2 TD4 S,Bangalore,2010,125000,1,1,1,19.3284,2179.0,5.0,11.0,14,land,rover freelander 2 td4 s
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,51944,1,1,0,30.0612,2143.0,5.0,32.5,8,mercedes-benz,new c-class c 220 cdi avantgarde
Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,1,0,0,33.1812,1396.0,5.0,6.45,9,hyundai,i20 asta 1.4 crdi
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2015,23000,1,1,0,30.108,1968.0,5.0,15.75,9,skoda,octavia elegance 2.0 tdi at
Honda City 1.5 S MT,Mumbai,2014,54546,2,0,0,26.52,1497.0,5.0,5.5,10,honda,city 1.5 s mt
Toyota Fortuner 4x2 AT,Kochi,2015,51535,1,1,0,19.578000000000003,2982.0,7.0,19.03,9,toyota,fortuner 4x2 at
Audi Q3 2.0 TDI Quattro,Kolkata,2013,45000,1,1,0,27.0192,1968.0,5.0,15.25,11,audi,q3 2.0 tdi quattro
Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,46004,2,0,0,32.635200000000005,998.0,5.0,2.4,12,maruti,alto k10 2010-2014 vxi
Tata Indigo eCS LX BSIV,Chennai,2011,124000,1,0,0,35.9268,1396.0,5.0,2.3,13,tata,indigo ecs lx bsiv
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,2014,77395,1,1,0,26.6916,1968.0,5.0,14.35,10,audi,a4 2.0 tdi 177 bhp premium plus
Maruti Alto 800 2016-2019 CNG LXI,Mumbai,2018,10600,0,0,0,33.44,796.0,4.0,3.5,6,maruti,alto 800 2016-2019 cng lxi
Honda City i-VTEC CVT VX,Kochi,2018,22974,2,1,0,28.08,1497.0,5.0,11.97,6,honda,city i-vtec cvt vx
Hyundai Santro GLS I - Euro II,Jaipur,2009,89000,2,0,1,26.52,999.0,5.0,1.6,15,hyundai,santro gls i - euro ii
Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,65012,1,0,0,22.2144,2755.0,7.0,18.9,9,toyota,fortuner 2.8 2wd mt
Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,2,0,0,29.484,1197.0,5.0,5.4,7,hyundai,grand i10 sportz
Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,2,0,0,23.556,1196.0,7.0,2.95,9,maruti,eeco 7 seater standard
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,37000,2,0,0,25.6932,1198.0,5.0,5.1,11,volkswagen,polo petrol highline 1.2l
Maruti Wagon R LXI Minor,Jaipur,2006,65000,2,0,0,29.484,1061.0,5.0,1.5,18,maruti,wagon r lxi minor
Honda City 1.5 V MT,Bangalore,2011,66000,2,0,0,26.52,1497.0,5.0,4.9,13,honda,city 1.5 v mt
Honda Civic 2010-2013 1.8 S MT,Mumbai,2010,86000,2,0,0,23.088,1799.0,5.0,2.9,14,honda,civic 2010-2013 1.8 s mt
Honda City 1.5 EXI,Pune,2005,98437,2,0,0,20.28,1493.0,5.0,1.15,19,honda,city 1.5 exi
Hyundai i20 1.2 Magna,Kolkata,2010,18000,2,0,0,28.86,1197.0,5.0,2.3,14,hyundai,i20 1.2 magna
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,1,0,0,37.44,1120.0,5.0,5.99,6,hyundai,grand i10 crdi sportz celebration edition
Volkswagen Vento Petrol Highline AT,Pune,2011,42000,2,1,2,22.464,1598.0,5.0,3.4,13,volkswagen,vento petrol highline at
Hyundai i10 Sportz 1.2,Kolkata,2009,40000,2,0,0,31.7616,1197.0,5.0,1.7,15,hyundai,i10 sportz 1.2
Hyundai i20 Asta,Kolkata,2009,43000,2,0,0,26.52,1197.0,5.0,1.99,15,hyundai,i20 asta
Chevrolet Beat LS,Pune,2012,65000,2,0,0,29.016,1199.0,5.0,2.5,12,chevrolet,beat ls
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,74000,1,0,0,34.4292,1199.0,5.0,4.85,11,volkswagen,polo diesel highline 1.2l
Ford Figo Petrol LXI,Hyderabad,2010,51192,2,0,0,24.336,1196.0,5.0,2.65,14,ford,figo petrol lxi
Audi TT 2.0 TFSI,Kochi,2014,14262,2,1,0,15.444,1984.0,2.0,27.35,10,audi,tt 2.0 tfsi
Honda City i DTEC VX,Jaipur,2015,66339,1,0,1,39.156000000000006,1498.0,5.0,6.9,9,honda,city i dtec vx
Ford Figo Diesel Titanium,Hyderabad,2013,90200,1,0,0,31.200000000000003,1399.0,5.0,3.5,11,ford,figo diesel titanium
Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,2015,57854,1,0,0,20.2644,2494.0,7.0,12.5,9,toyota,innova 2.5 zx diesel 7 seater
Maruti Ciaz 1.4 AT Alpha,Delhi,2017,32000,2,1,0,29.8272,1373.0,5.0,9.2,7,maruti,ciaz 1.4 at alpha
Hyundai Grand i10 AT Asta,Mumbai,2015,29631,2,1,0,29.484,1197.0,5.0,4.9,9,hyundai,grand i10 at asta
Honda City 1.3 DX,Delhi,2009,55005,2,0,0,19.968000000000004,1343.0,5.0,3.2,15,honda,city 1.3 dx
